date,hour,zone,demand,dry_bulb,dew_pnt,holiday_flag
2016-05-27,2,MASS,4996.625,61.666666666666664,55.666666666666664,FALSE
2016-05-27,3,MASS,4819.82,62,55.666666666666664,FALSE
2016-05-27,4,MASS,4743.112999999999,61,55.666666666666664,FALSE
2016-05-27,5,MASS,4813.514,60.666666666666664,56.333333333333336,FALSE
2016-05-27,6,MASS,5106.861,59.666666666666664,56.333333333333336,FALSE
2016-05-27,7,MASS,5760.192,59.333333333333336,55.666666666666664,FALSE
2016-05-27,8,MASS,6313.403,60,56,FALSE
2016-05-27,9,MASS,6640.843,62,56.333333333333336,FALSE
2016-05-27,10,MASS,6904.311,65.33333333333333,57,FALSE
2016-05-27,11,MASS,7148.875,68.66666666666667,58.333333333333336,FALSE
2016-05-27,12,MASS,7362.531999999999,70.33333333333333,58.333333333333336,FALSE
2016-05-27,13,MASS,7533.619,70.66666666666667,58.666666666666664,FALSE
2016-05-27,14,MASS,7675.669,71,58.666666666666664,FALSE
2016-05-27,15,MASS,7720.724,71,58.666666666666664,FALSE
2016-05-27,16,MASS,7749.615,72,59.333333333333336,FALSE
2016-05-27,17,MASS,7825.282999999999,74.66666666666667,60.333333333333336,FALSE
2016-05-27,18,MASS,7820.353,76,59.666666666666664,FALSE
2016-05-27,19,MASS,7618.633,74.33333333333333,59.333333333333336,FALSE
2016-05-27,20,MASS,7436.677,73.33333333333333,59.666666666666664,FALSE
2016-05-27,21,MASS,7452.347,73,60.666666666666664,FALSE
2016-05-27,22,MASS,7200.244000000001,68.66666666666667,59.333333333333336,FALSE
2016-05-27,23,MASS,6627.8099999999995,70,60.333333333333336,FALSE
2016-05-27,24,MASS,6020.689,69.66666666666667,59.666666666666664,FALSE
2016-05-28,1,MASS,5517.875,69,58,FALSE
2016-05-28,2,MASS,5180.9169999999995,67.33333333333333,58,FALSE
2016-05-28,3,MASS,4976.636,66,58,FALSE
2016-05-28,4,MASS,4849.418,65.66666666666667,57.666666666666664,FALSE
2016-05-28,5,MASS,4813.826,65.33333333333333,57.333333333333336,FALSE
2016-05-28,6,MASS,4836.476,64.66666666666667,57.666666666666664,FALSE
2016-05-28,7,MASS,5087.728,65,58.333333333333336,FALSE
2016-05-28,8,MASS,5555.554,68.66666666666667,60,FALSE
2016-05-28,9,MASS,6106.138,71.66666666666667,62,FALSE
2016-05-28,10,MASS,6557.638,75.33333333333333,63.666666666666664,FALSE
2016-05-28,11,MASS,6966.905,78,64,FALSE
2016-05-28,12,MASS,7374.357,79,64,FALSE
2016-05-28,13,MASS,7698.405000000001,81.33333333333333,64,FALSE
2016-05-28,14,MASS,7913.74,84.66666666666667,62.666666666666664,FALSE
2016-05-28,15,MASS,8128.964,87,61.666666666666664,FALSE
2016-05-28,16,MASS,8301.126,85,61.666666666666664,FALSE
2016-05-28,17,MASS,8470.459,87.33333333333333,62,FALSE
2016-05-28,18,MASS,8524.537,86.33333333333333,62,FALSE
2016-05-28,19,MASS,8438.345,82,63.666666666666664,FALSE
2016-05-28,20,MASS,8275.248,83.33333333333333,64.66666666666667,FALSE
2016-05-28,21,MASS,8220.073,81.33333333333333,65.33333333333333,FALSE
2016-05-28,22,MASS,7983.534,79,65.33333333333333,FALSE
2016-05-28,23,MASS,7390.174,77.66666666666667,65,FALSE
2016-05-28,24,MASS,6759.276,75.66666666666667,64.33333333333333,FALSE
2016-05-29,1,MASS,6194.8279999999995,73.66666666666667,64,FALSE
2016-05-29,2,MASS,5783.206,72.33333333333333,62.666666666666664,FALSE
2016-05-29,3,MASS,5472.812,69.33333333333333,60,FALSE
2016-05-29,4,MASS,5218.9490000000005,68.66666666666667,59.666666666666664,FALSE
2016-05-29,5,MASS,5071.966,67,58.333333333333336,FALSE
2016-05-29,6,MASS,4950.723,65,58.666666666666664,FALSE
2016-05-29,7,MASS,5000.429,63,58.666666666666664,FALSE
2016-05-29,8,MASS,5213.264999999999,63.333333333333336,57.333333333333336,FALSE
2016-05-29,9,MASS,5516.8279999999995,63.666666666666664,58.333333333333336,FALSE
2016-05-29,10,MASS,5758.316000000001,64.66666666666667,59.333333333333336,FALSE
2016-05-29,11,MASS,5898.86,65,58.666666666666664,FALSE
2016-05-29,12,MASS,6000.987,64.66666666666667,58,FALSE
2016-05-29,13,MASS,6025.312,65.66666666666667,57.666666666666664,FALSE
2016-05-29,14,MASS,6001.432,66.33333333333333,58,FALSE
2016-05-29,15,MASS,5974.607,67.33333333333333,58.333333333333336,FALSE
2016-05-29,16,MASS,5967.639,68,58.333333333333336,FALSE
2016-05-29,17,MASS,5977.32,65.66666666666667,57,FALSE
2016-05-29,18,MASS,5990.257,64.66666666666667,56,FALSE
2016-05-29,19,MASS,5939.679,63.666666666666664,55.666666666666664,FALSE
2016-05-29,20,MASS,5895.866,60.333333333333336,56.333333333333336,FALSE
2016-05-29,21,MASS,5951.78,58,55.666666666666664,FALSE
2016-05-29,22,MASS,5756.424,56.333333333333336,53.333333333333336,FALSE
2016-05-29,23,MASS,5368.558,55.333333333333336,53,FALSE
2016-05-29,24,MASS,4960.927,55,53,FALSE
2016-05-30,1,MASS,4622.418,54.333333333333336,53,TRUE
2016-05-30,2,MASS,4404.671,54.333333333333336,53,TRUE
2016-05-30,3,MASS,4285.061,54,53,TRUE
2016-05-30,4,MASS,4236.83,54.333333333333336,53,TRUE
2016-05-30,5,MASS,4262.103,54.333333333333336,53,TRUE
2016-05-30,6,MASS,4362.544,54.666666666666664,53.666666666666664,TRUE
2016-05-30,7,MASS,4559.679,54.666666666666664,54.333333333333336,TRUE
2016-05-30,8,MASS,4861.209,55.333333333333336,53.666666666666664,TRUE
2016-05-30,9,MASS,5213.634,55.666666666666664,54.333333333333336,TRUE
2016-05-30,10,MASS,5587.285,57.333333333333336,55.666666666666664,TRUE
2016-05-30,11,MASS,5877.316,59.333333333333336,57.666666666666664,TRUE
2016-05-30,12,MASS,6045.536,61.666666666666664,59.666666666666664,TRUE
2016-05-30,13,MASS,6128.209,62.666666666666664,61,TRUE
2016-05-30,14,MASS,6193.819,65.66666666666667,63.333333333333336,TRUE
2016-05-30,15,MASS,6275.726000000001,68,64.33333333333333,TRUE
2016-05-30,16,MASS,6405.021,71.33333333333333,65.33333333333333,TRUE
2016-05-30,17,MASS,6638.582,74.33333333333333,66,TRUE
2016-05-30,18,MASS,6853.5869999999995,73.66666666666667,65.66666666666667,TRUE
2016-05-30,19,MASS,6897.4529999999995,72.33333333333333,66.33333333333333,TRUE
2016-05-30,20,MASS,6921.93,71.66666666666667,66.66666666666667,TRUE
2016-05-30,21,MASS,7044.318,70.33333333333333,66.66666666666667,TRUE
2016-05-30,22,MASS,6775.657999999999,69.33333333333333,66,TRUE
2016-05-30,23,MASS,6190.241,69,65.66666666666667,TRUE
2016-05-30,24,MASS,5632.94,68.66666666666667,65.66666666666667,TRUE
2016-05-31,1,MASS,5218.349,68.66666666666667,65.66666666666667,FALSE
2016-05-31,2,MASS,4986.0830000000005,68.66666666666667,65.66666666666667,FALSE
2016-05-31,3,MASS,4864.846,68.66666666666667,65.66666666666667,FALSE
2016-05-31,4,MASS,4834.861,68.66666666666667,65.33333333333333,FALSE
2016-05-31,5,MASS,4954.32,68.66666666666667,65,FALSE
2016-05-31,6,MASS,5328.352,68.33333333333333,65,FALSE
2016-05-31,7,MASS,6113.502,68,65.66666666666667,FALSE
2016-05-31,8,MASS,6828.57,69.66666666666667,65,FALSE
2016-05-31,9,MASS,7187.805,71.66666666666667,63.666666666666664,FALSE
2016-05-31,10,MASS,7416.42,73.66666666666667,60.333333333333336,FALSE
2016-05-31,11,MASS,7604.844,75,57,FALSE
2016-05-31,12,MASS,7766.843999999999,78,52.666666666666664,FALSE
2016-05-31,13,MASS,7879.267,79.33333333333333,51.666666666666664,FALSE
2016-05-31,14,MASS,8021.327,79.66666666666667,53.666666666666664,FALSE
2016-05-31,15,MASS,8174.643,81.66666666666667,53,FALSE
2016-05-31,16,MASS,8362.327,82.66666666666667,52,FALSE
2016-05-31,17,MASS,8537.525000000001,83,52.333333333333336,FALSE
2016-05-31,18,MASS,8619.961,82.66666666666667,52,FALSE
2016-05-31,19,MASS,8475.915,81.33333333333333,52,FALSE
2016-05-31,20,MASS,8234.992,79.33333333333333,52.333333333333336,FALSE
2016-05-31,21,MASS,8078.518,77,53,FALSE
2016-05-31,22,MASS,7664.485,73.66666666666667,54,FALSE
2016-05-31,23,MASS,6833.719,72.33333333333333,54.333333333333336,FALSE
2016-05-31,24,MASS,6065.733,71,54,FALSE
2016-05-01,1,ME,957.62,42,36,FALSE
2016-05-01,2,ME,931.659,43,36,FALSE
2016-05-01,3,ME,932.256,41,36,FALSE
2016-05-01,4,ME,938.701,39,35,FALSE
2016-05-01,5,ME,952.797,38,35,FALSE
2016-05-01,6,ME,976.355,39,35,FALSE
2016-05-01,7,ME,1033.219,39,35,FALSE
2016-05-01,8,ME,1128.12,42,37,FALSE
2016-05-01,9,ME,1220.392,47,36,FALSE
2016-05-01,10,ME,1242.234,49,37,FALSE
2016-05-01,11,ME,1246.195,50,38,FALSE
2016-05-01,12,ME,1240.061,50,39,FALSE
2016-05-01,13,ME,1236.201,50,37,FALSE
2016-05-01,14,ME,1234.028,49,39,FALSE
2016-05-01,15,ME,1216.52,50,31,FALSE
2016-05-01,16,ME,1247.557,49,36,FALSE
2016-05-01,17,ME,1282.971,48,38,FALSE
2016-05-01,18,ME,1307.753,47,39,FALSE
2016-05-01,19,ME,1319.076,47,36,FALSE
2016-05-01,20,ME,1328.114,46,38,FALSE
2016-05-01,21,ME,1306.408,46,38,FALSE
2016-05-01,22,ME,1207.457,45,39,FALSE
2016-05-01,23,ME,1090.902,45,39,FALSE
2016-05-01,24,ME,1002.892,45,38,FALSE
2016-05-02,1,ME,969.271,45,37,FALSE
2016-05-02,2,ME,931.862,44,39,FALSE
2016-05-02,3,ME,935.453,44,41,FALSE
2016-05-02,4,ME,956.157,44,42,FALSE
2016-05-02,5,ME,990.172,43,41,FALSE
2016-05-02,6,ME,1102.079,43,42,FALSE
2016-05-02,7,ME,1268.28,43,41,FALSE
2016-05-02,8,ME,1362.583,43,42,FALSE
2016-05-02,9,ME,1389.922,44,43,FALSE
2016-05-02,10,ME,1396.525,44,42,FALSE
2016-05-02,11,ME,1417.17,45,43,FALSE
2016-05-02,12,ME,1401.837,45,43,FALSE
2016-05-02,13,ME,1401.346,46,44,FALSE
2016-05-02,14,ME,1400.231,45,44,FALSE
2016-05-02,15,ME,1390.145,45,43,FALSE
2016-05-02,16,ME,1396.968,44,42,FALSE
2016-05-02,17,ME,1424.073,44,42,FALSE
2016-05-02,18,ME,1435.44,44,43,FALSE
2016-05-02,19,ME,1428.588,45,43,FALSE
2016-05-02,20,ME,1406.236,45,43,FALSE
2016-05-02,21,ME,1367.973,45,42,FALSE
2016-05-02,22,ME,1271.403,44,42,FALSE
2016-05-02,23,ME,1154.135,44,42,FALSE
2016-05-02,24,ME,1063.839,44,42,FALSE
2016-05-03,1,ME,1005.184,44,41,FALSE
2016-05-03,2,ME,971.68,43,40,FALSE
2016-05-03,3,ME,954.978,43,40,FALSE
2016-05-03,4,ME,972.872,43,39,FALSE
2016-05-03,5,ME,1014.723,42,39,FALSE
2016-05-03,6,ME,1125.201,41,38,FALSE
2016-05-03,7,ME,1277.253,42,39,FALSE
2016-05-03,8,ME,1360.727,42,39,FALSE
2016-05-03,9,ME,1375.252,43,40,FALSE
2016-05-03,10,ME,1378.782,46,40,FALSE
2016-05-03,11,ME,1370.71,49,42,FALSE
2016-05-03,12,ME,1364.167,50,41,FALSE
2016-05-03,13,ME,1378.14,51,41,FALSE
2016-05-03,14,ME,1368.192,51,42,FALSE
2016-05-03,15,ME,1359.472,50,42,FALSE
2016-05-03,16,ME,1354.7,49,42,FALSE
2016-05-03,17,ME,1362.533,49,42,FALSE
2016-05-03,18,ME,1374.41,50,42,FALSE
2016-05-03,19,ME,1387.629,49,42,FALSE
2016-05-03,20,ME,1392.923,48,42,FALSE
2016-05-03,21,ME,1387.057,47,41,FALSE
2016-05-03,22,ME,1283.227,46,42,FALSE
2016-05-03,23,ME,1147.689,45,42,FALSE
2016-05-03,24,ME,1052.008,45,41,FALSE
2016-05-04,1,ME,992.673,45,42,FALSE
2016-05-04,2,ME,967.27,45,42,FALSE
2016-05-04,3,ME,949.819,45,43,FALSE
2016-05-04,4,ME,957.561,45,42,FALSE
2016-05-04,5,ME,1002.593,43,40,FALSE
2016-05-04,6,ME,1100.824,43,41,FALSE
2016-05-04,7,ME,1236.388,41,39,FALSE
2016-05-04,8,ME,1307.558,44,42,FALSE
2016-05-04,9,ME,1330.798,47,43,FALSE
2016-05-04,10,ME,1354.532,49,43,FALSE
2016-05-04,11,ME,1342.535,48,42,FALSE
2016-05-04,12,ME,1350.693,49,43,FALSE
2016-05-04,13,ME,1330.281,47,41,FALSE
2016-05-04,14,ME,1329.562,46,41,FALSE
2016-05-04,15,ME,1320.603,46,41,FALSE
2016-05-04,16,ME,1328.065,45,40,FALSE
2016-05-04,17,ME,1351.433,43,40,FALSE
2016-05-04,18,ME,1379.515,43,39,FALSE
2016-05-04,19,ME,1355.642,43,39,FALSE
2016-05-04,20,ME,1365.893,43,39,FALSE
2016-05-04,21,ME,1356.872,43,39,FALSE
2016-05-04,22,ME,1257.616,43,39,FALSE
2016-05-04,23,ME,1128.637,43,40,FALSE
2016-05-04,24,ME,1036.025,43,41,FALSE
2016-05-05,1,ME,967.193,43,41,FALSE
2016-05-05,2,ME,949.723,43,41,FALSE
2016-05-05,3,ME,935.959,43,41,FALSE
2016-05-05,4,ME,956.908,43,41,FALSE
2016-05-05,5,ME,990.429,43,42,FALSE
2016-05-05,6,ME,1103.306,43,42,FALSE
2016-05-05,7,ME,1266.982,44,42,FALSE
2016-05-05,8,ME,1365.199,44,42,FALSE
2016-05-05,9,ME,1392.273,44,42,FALSE
2016-05-05,10,ME,1403.22,45,43,FALSE
2016-05-05,11,ME,1412.819,46,43,FALSE
2016-05-05,12,ME,1402.861,46,42,FALSE
2016-05-05,13,ME,1378.981,47,43,FALSE
2016-05-05,14,ME,1375.457,47,42,FALSE
2016-05-05,15,ME,1365.851,48,42,FALSE
2016-05-05,16,ME,1369.219,46,41,FALSE
2016-05-05,17,ME,1373.492,48,41,FALSE
2016-05-05,18,ME,1380.346,47,41,FALSE
2016-05-05,19,ME,1379.613,47,41,FALSE
2016-05-05,20,ME,1402.183,47,41,FALSE
2016-05-05,21,ME,1372.557,47,41,FALSE
2016-05-05,22,ME,1274.087,47,41,FALSE
2016-05-05,23,ME,1156.12,46,42,FALSE
2016-05-05,24,ME,1066.561,46,43,FALSE
2016-05-06,1,ME,998.341,46,43,FALSE
2016-05-06,2,ME,964.996,46,43,FALSE
2016-05-06,3,ME,953.651,46,43,FALSE
2016-05-06,4,ME,966.223,46,43,FALSE
2016-05-06,5,ME,1002.361,46,43,FALSE
2016-05-06,6,ME,1096.355,47,42,FALSE
2016-05-06,7,ME,1269.408,47,42,FALSE
2016-05-06,8,ME,1356.192,48,41,FALSE
2016-05-06,9,ME,1366.993,49,42,FALSE
2016-05-06,10,ME,1358.299,51,43,FALSE
2016-05-06,11,ME,1344.905,53,43,FALSE
2016-05-06,12,ME,1324.412,56,44,FALSE
2016-05-06,13,ME,1288.713,58,46,FALSE
2016-05-06,14,ME,1265.435,59,46,FALSE
2016-05-06,15,ME,1249.418,60,46,FALSE
2016-05-06,16,ME,1246.329,60,46,FALSE
2016-05-06,17,ME,1243.306,60,46,FALSE
2016-05-06,18,ME,1223.473,56,45,FALSE
2016-05-06,19,ME,1221.396,51,42,FALSE
2016-05-06,20,ME,1232.837,49,42,FALSE
2016-05-06,21,ME,1274.21,49,42,FALSE
2016-05-06,22,ME,1210.415,49,42,FALSE
2016-05-06,23,ME,1105.775,48,42,FALSE
2016-05-06,24,ME,1013.618,48,43,FALSE
2016-05-07,1,ME,952.87,48,42,FALSE
2016-05-07,2,ME,918.633,45,42,FALSE
2016-05-07,3,ME,907.767,47,44,FALSE
2016-05-07,4,ME,925.774,46,42,FALSE
2016-05-07,5,ME,952.276,46,42,FALSE
2016-05-07,6,ME,976.664,46,42,FALSE
2016-05-07,7,ME,1042.709,47,42,FALSE
2016-05-07,8,ME,1149.069,47,43,FALSE
2016-05-07,9,ME,1230.671,48,44,FALSE
2016-05-07,10,ME,1248.784,49,44,FALSE
2016-05-07,11,ME,1259.581,49,46,FALSE
2016-05-07,12,ME,1248.53,49,47,FALSE
2016-05-07,13,ME,1221.94,48,45,FALSE
2016-05-07,14,ME,1193.95,48,46,FALSE
2016-05-07,15,ME,1181.584,48,45,FALSE
2016-05-07,16,ME,1193.93,47,45,FALSE
2016-05-07,17,ME,1207.912,48,46,FALSE
2016-05-07,18,ME,1226.265,48,45,FALSE
2016-05-07,19,ME,1235.784,46,44,FALSE
2016-05-07,20,ME,1256.123,47,44,FALSE
2016-05-07,21,ME,1258.064,45,44,FALSE
2016-05-07,22,ME,1192.305,45,44,FALSE
2016-05-07,23,ME,1090.58,45,44,FALSE
2016-05-07,24,ME,1001.726,45,44,FALSE
2016-05-08,1,ME,940.935,45,45,FALSE
2016-05-08,2,ME,908.644,45,45,FALSE
2016-05-08,3,ME,891.499,45,44,FALSE
2016-05-08,4,ME,899.844,45,44,FALSE
2016-05-08,5,ME,912.293,45,44,FALSE
2016-05-08,6,ME,937.821,45,44,FALSE
2016-05-08,7,ME,989.637,46,45,FALSE
2016-05-08,8,ME,1096.286,47,46,FALSE
2016-05-08,9,ME,1196.34,48,47,FALSE
2016-05-08,10,ME,1251.137,48,46,FALSE
2016-05-08,11,ME,1237.404,50,47,FALSE
2016-05-08,12,ME,1230.448,51,48,FALSE
2016-05-08,13,ME,1233.163,49,46,FALSE
2016-05-08,14,ME,1236.199,48,47,FALSE
2016-05-08,15,ME,1230.451,49,47,FALSE
2016-05-08,16,ME,1238.889,49,48,FALSE
2016-05-08,17,ME,1250.247,52,50,FALSE
2016-05-08,18,ME,1262.54,53,40,FALSE
2016-05-08,19,ME,1264.174,53,34,FALSE
2016-05-08,20,ME,1270.387,51,32,FALSE
2016-05-08,21,ME,1275.694,47,33,FALSE
2016-05-08,22,ME,1206.535,46,28,FALSE
2016-05-08,23,ME,1089.617,45,30,FALSE
2016-05-08,24,ME,992.974,43,29,FALSE
2016-05-09,1,ME,947.193,42,28,FALSE
2016-05-09,2,ME,920.139,43,26,FALSE
2016-05-09,3,ME,930.58,42,27,FALSE
2016-05-09,4,ME,949.954,41,28,FALSE
2016-05-09,5,ME,988.167,41,28,FALSE
2016-05-09,6,ME,1093.633,41,29,FALSE
2016-05-09,7,ME,1252.695,40,29,FALSE
2016-05-09,8,ME,1319.929,44,31,FALSE
2016-05-09,9,ME,1329.15,46,29,FALSE
2016-05-09,10,ME,1341.816,47,29,FALSE
2016-05-09,11,ME,1333.481,49,24,FALSE
2016-05-09,12,ME,1324.776,51,24,FALSE
2016-05-09,13,ME,1319.398,51,23,FALSE
2016-05-09,14,ME,1323.275,51,21,FALSE
2016-05-09,15,ME,1327.137,53,21,FALSE
2016-05-09,16,ME,1340.278,55,22,FALSE
2016-05-09,17,ME,1350.417,56,22,FALSE
2016-05-09,18,ME,1355.673,56,23,FALSE
2016-05-09,19,ME,1371.455,56,22,FALSE
2016-05-09,20,ME,1369.411,54,22,FALSE
2016-05-09,21,ME,1339.146,51,22,FALSE
2016-05-09,22,ME,1252.453,48,23,FALSE
2016-05-09,23,ME,1122.369,46,23,FALSE
2016-05-09,24,ME,1017.644,46,21,FALSE
2016-05-10,1,ME,964.289,45,22,FALSE
2016-05-10,2,ME,941.923,43,22,FALSE
2016-05-10,3,ME,933.015,41,23,FALSE
2016-05-10,4,ME,957.509,40,24,FALSE
2016-05-10,5,ME,994.108,38,25,FALSE
2016-05-10,6,ME,1099.646,37,26,FALSE
2016-05-10,7,ME,1256.603,37,27,FALSE
2016-05-10,8,ME,1328.479,42,30,FALSE
2016-05-10,9,ME,1327.268,50,29,FALSE
2016-05-10,10,ME,1311.818,53,27,FALSE
2016-05-10,11,ME,1302.014,56,29,FALSE
2016-05-10,12,ME,1302.285,60,33,FALSE
2016-05-10,13,ME,1289.112,63,33,FALSE
2016-05-10,14,ME,1287.59,66,35,FALSE
2016-05-10,15,ME,1262.568,65,37,FALSE
2016-05-10,16,ME,1254.261,63,36,FALSE
2016-05-10,17,ME,1273.293,64,38,FALSE
2016-05-10,18,ME,1290.534,64,37,FALSE
2016-05-10,19,ME,1288.076,63,39,FALSE
2016-05-10,20,ME,1296.324,61,37,FALSE
2016-05-10,21,ME,1326.86,55,39,FALSE
2016-05-10,22,ME,1247.554,52,39,FALSE
2016-05-10,23,ME,1106.366,51,40,FALSE
2016-05-10,24,ME,994.198,53,38,FALSE
2016-05-11,1,ME,931.101,55,35,FALSE
2016-05-11,2,ME,901.662,52,36,FALSE
2016-05-11,3,ME,899.262,47,36,FALSE
2016-05-11,4,ME,927.675,44,36,FALSE
2016-05-11,5,ME,985.08,45,35,FALSE
2016-05-11,6,ME,1069.828,44,36,FALSE
2016-05-11,7,ME,1230.875,43,35,FALSE
2016-05-11,8,ME,1300.519,51,38,FALSE
2016-05-11,9,ME,1293.816,57,38,FALSE
2016-05-11,10,ME,1292.42,60,32,FALSE
2016-05-11,11,ME,1303.348,62,29,FALSE
2016-05-11,12,ME,1328.954,64,29,FALSE
2016-05-11,13,ME,1314.819,66,30,FALSE
2016-05-11,14,ME,1350.557,69,30,FALSE
2016-05-11,15,ME,1353.415,71,28,FALSE
2016-05-11,16,ME,1311.872,68,35,FALSE
2016-05-11,17,ME,1284.712,65,35,FALSE
2016-05-11,18,ME,1284.171,63,35,FALSE
2016-05-11,19,ME,1288.619,62,36,FALSE
2016-05-11,20,ME,1297.108,61,37,FALSE
2016-05-11,21,ME,1337.299,56,39,FALSE
2016-05-11,22,ME,1243.511,52,40,FALSE
2016-05-11,23,ME,1122.361,53,40,FALSE
2016-05-11,24,ME,1017.255,54,34,FALSE
2016-05-12,1,ME,955.204,54,28,FALSE
2016-05-12,2,ME,925.516,52,29,FALSE
2016-05-12,3,ME,915.6,48,29,FALSE
2016-05-12,4,ME,925.625,49,28,FALSE
2016-05-12,5,ME,962.848,46,30,FALSE
2016-05-12,6,ME,1059.111,47,29,FALSE
2016-05-12,7,ME,1225.122,45,32,FALSE
2016-05-12,8,ME,1294.64,50,37,FALSE
2016-05-12,9,ME,1286.957,57,33,FALSE
2016-05-12,10,ME,1285.5,62,30,FALSE
2016-05-12,11,ME,1296.805,65,26,FALSE
2016-05-12,12,ME,1307.983,68,29,FALSE
2016-05-12,13,ME,1301.694,68,27,FALSE
2016-05-12,14,ME,1307.515,67,24,FALSE
2016-05-12,15,ME,1303.018,67,25,FALSE
2016-05-12,16,ME,1290.252,69,36,FALSE
2016-05-12,17,ME,1297.182,69,36,FALSE
2016-05-12,18,ME,1292.42,67,26,FALSE
2016-05-12,19,ME,1279.269,65,34,FALSE
2016-05-12,20,ME,1294.174,63,25,FALSE
2016-05-12,21,ME,1321.518,59,36,FALSE
2016-05-12,22,ME,1240.594,57,34,FALSE
2016-05-12,23,ME,1104.361,57,35,FALSE
2016-05-12,24,ME,1009.075,56,37,FALSE
2016-05-13,1,ME,936.479,54,39,FALSE
2016-05-13,2,ME,904.657,51,41,FALSE
2016-05-13,3,ME,888.081,48,42,FALSE
2016-05-13,4,ME,878.37,48,43,FALSE
2016-05-13,5,ME,937.962,46,43,FALSE
2016-05-13,6,ME,1024.089,48,44,FALSE
2016-05-13,7,ME,1184.916,49,44,FALSE
2016-05-13,8,ME,1275.173,53,45,FALSE
2016-05-13,9,ME,1277.882,55,45,FALSE
2016-05-13,10,ME,1293.249,61,46,FALSE
2016-05-13,11,ME,1296.589,60,47,FALSE
2016-05-13,12,ME,1264.872,60,47,FALSE
2016-05-13,13,ME,1263.364,59,47,FALSE
2016-05-13,14,ME,1287.567,61,52,FALSE
2016-05-13,15,ME,1280.04,57,54,FALSE
2016-05-13,16,ME,1262.922,55,53,FALSE
2016-05-13,17,ME,1291.097,54,53,FALSE
2016-05-13,18,ME,1302.934,52,52,FALSE
2016-05-13,19,ME,1289.412,52,52,FALSE
2016-05-13,20,ME,1288.392,52,51,FALSE
2016-05-13,21,ME,1266.381,52,51,FALSE
2016-05-13,22,ME,1201.539,53,52,FALSE
2016-05-13,23,ME,1101.224,54,53,FALSE
2016-05-13,24,ME,1008.661,54,53,FALSE
2016-05-14,1,ME,942.318,55,54,FALSE
2016-05-14,2,ME,909.237,55,54,FALSE
2016-05-14,3,ME,899.163,55,54,FALSE
2016-05-14,4,ME,889.888,56,54,FALSE
2016-05-14,5,ME,918.733,55,54,FALSE
2016-05-14,6,ME,958.779,54,53,FALSE
2016-05-14,7,ME,1040.48,53,52,FALSE
2016-05-14,8,ME,1143.666,56,54,FALSE
2016-05-14,9,ME,1210.728,62,55,FALSE
2016-05-14,10,ME,1248.923,66,53,FALSE
2016-05-14,11,ME,1250.334,69,51,FALSE
2016-05-14,12,ME,1231.286,70,48,FALSE
2016-05-14,13,ME,1207.613,72,47,FALSE
2016-05-14,14,ME,1182.785,72,49,FALSE
2016-05-14,15,ME,1168.888,71,48,FALSE
2016-05-14,16,ME,1167.945,71,45,FALSE
2016-05-14,17,ME,1179.767,69,45,FALSE
2016-05-14,18,ME,1185.081,70,46,FALSE
2016-05-14,19,ME,1176.211,64,43,FALSE
2016-05-14,20,ME,1174.583,60,46,FALSE
2016-05-14,21,ME,1203.947,59,47,FALSE
2016-05-14,22,ME,1135.113,57,47,FALSE
2016-05-14,23,ME,1052.591,56,48,FALSE
2016-05-14,24,ME,950.484,56,48,FALSE
2016-05-15,1,ME,891.562,53,48,FALSE
2016-05-15,2,ME,865.025,55,49,FALSE
2016-05-15,3,ME,844.339,55,49,FALSE
2016-05-15,4,ME,842.983,55,49,FALSE
2016-05-15,5,ME,860.425,54,49,FALSE
2016-05-15,6,ME,893.653,55,49,FALSE
2016-05-15,7,ME,957.177,54,50,FALSE
2016-05-15,8,ME,1056.86,55,45,FALSE
2016-05-15,9,ME,1158.425,56,44,FALSE
2016-05-15,10,ME,1222.826,56,43,FALSE
2016-05-15,11,ME,1253.148,55,42,FALSE
2016-05-15,12,ME,1245.003,54,41,FALSE
2016-05-15,13,ME,1249.612,52,45,FALSE
2016-05-15,14,ME,1232.787,56,38,FALSE
2016-05-15,15,ME,1212.825,56,36,FALSE
2016-05-15,16,ME,1218.056,56,37,FALSE
2016-05-15,17,ME,1241.727,57,36,FALSE
2016-05-15,18,ME,1266.937,58,34,FALSE
2016-05-15,19,ME,1276.642,55,33,FALSE
2016-05-15,20,ME,1273.096,51,34,FALSE
2016-05-15,21,ME,1270.835,49,35,FALSE
2016-05-15,22,ME,1173.737,47,36,FALSE
2016-05-15,23,ME,1054.261,46,35,FALSE
2016-05-15,24,ME,960.86,45,35,FALSE
2016-05-16,1,ME,919.276,44,34,FALSE
2016-05-16,2,ME,895.076,43,32,FALSE
2016-05-16,3,ME,891.081,41,31,FALSE
2016-05-16,4,ME,894.559,40,31,FALSE
2016-05-16,5,ME,949.972,40,30,FALSE
2016-05-16,6,ME,1071.581,41,28,FALSE
2016-05-16,7,ME,1248.813,41,26,FALSE
2016-05-16,8,ME,1329.171,42,25,FALSE
2016-05-16,9,ME,1341.594,43,27,FALSE
2016-05-16,10,ME,1355.654,46,28,FALSE
2016-05-16,11,ME,1365.88,46,27,FALSE
2016-05-16,12,ME,1361.278,46,27,FALSE
2016-05-16,13,ME,1350.489,48,27,FALSE
2016-05-16,14,ME,1336.122,49,27,FALSE
2016-05-16,15,ME,1325.67,51,28,FALSE
2016-05-16,16,ME,1327.321,50,27,FALSE
